__run_id,__done,generation,model_size,task
run_28_repetition_19,DONE,2,13B,ReCoRD
run_5_repetition_21,DONE,1,6.7B,RTE
run_21_repetition_14,DONE,2,6.7B,RTE
run_69_repetition_9,DONE,3.2,11B,RTE
run_85_repetition_28,DONE,4-maverick,17B,RTE
run_52_repetition_17,DONE,3.2,1B,ReCoRD
run_61_repetition_7,DONE,3.2,3B,RTE
run_86_repetition_24,DONE,4-maverick,17B,WiC
run_4_repetition_18,DONE,1,6.7B,ReCoRD
run_21_repetition_7,DONE,2,6.7B,RTE
run_70_repetition_24,DONE,3.2,11B,WiC
run_33_repetition_19,DONE,3,8B,CB
run_70_repetition_22,DONE,3.2,11B,WiC
run_73_repetition_6,DONE,4-scout,17B,CB
run_13_repetition_29,DONE,1,13B,RTE
run_13_repetition_5,DONE,1,13B,RTE
run_53_repetition_27,DONE,3.2,1B,RTE
run_64_repetition_21,DONE,3.2,11B,BoolQ
run_37_repetition_8,DONE,3,8B,RTE
run_17_repetition_29,DONE,2,6.7B,CB
run_41_repetition_21,DONE,3.1,8B,CB
run_75_repetition_2,DONE,4-scout,17B,MultiRC
run_31_repetition_0,DONE,2,13B,WSC
run_47_repetition_19,DONE,3.1,8B,WSC
run_49_repetition_19,DONE,3.2,1B,CB
run_17_repetition_1,DONE,2,6.7B,CB
run_48_repetition_22,DONE,3.2,1B,BoolQ
run_65_repetition_4,DONE,3.2,11B,CB
run_2_repetition_0,DONE,1,6.7B,COPA
run_66_repetition_19,DONE,3.2,11B,COPA
run_9_repetition_14,DONE,1,13B,CB
run_13_repetition_11,DONE,1,13B,RTE
run_22_repetition_16,DONE,2,6.7B,WiC
run_34_repetition_11,DONE,3,8B,COPA
run_53_repetition_24,DONE,3.2,1B,RTE
run_73_repetition_20,DONE,4-scout,17B,CB
run_15_repetition_4,DONE,1,13B,WSC
run_68_repetition_28,DONE,3.2,11B,ReCoRD
run_43_repetition_18,DONE,3.1,8B,MultiRC
run_71_repetition_29,DONE,3.2,11B,WSC
run_52_repetition_0,DONE,3.2,1B,ReCoRD
run_43_repetition_17,DONE,3.1,8B,MultiRC
run_73_repetition_26,DONE,4-scout,17B,CB
run_34_repetition_13,DONE,3,8B,COPA
run_26_repetition_13,DONE,2,13B,COPA
run_8_repetition_8,DONE,1,13B,BoolQ
run_19_repetition_20,DONE,2,6.7B,MultiRC
run_74_repetition_9,DONE,4-scout,17B,COPA
run_54_repetition_15,DONE,3.2,1B,WiC
run_36_repetition_3,DONE,3,8B,ReCoRD
run_73_repetition_16,DONE,4-scout,17B,CB
run_10_repetition_25,DONE,1,13B,COPA
run_38_repetition_18,DONE,3,8B,WiC
run_61_repetition_28,DONE,3.2,3B,RTE
run_85_repetition_21,DONE,4-maverick,17B,RTE
run_50_repetition_8,DONE,3.2,1B,COPA
run_67_repetition_20,DONE,3.2,11B,MultiRC
run_6_repetition_11,DONE,1,6.7B,WiC
run_70_repetition_28,DONE,3.2,11B,WiC
run_35_repetition_4,DONE,3,8B,MultiRC
run_19_repetition_19,DONE,2,6.7B,MultiRC
run_77_repetition_3,DONE,4-scout,17B,RTE
run_30_repetition_4,DONE,2,13B,WiC
run_47_repetition_16,DONE,3.1,8B,WSC
run_60_repetition_4,DONE,3.2,3B,ReCoRD
run_80_repetition_26,DONE,4-maverick,17B,BoolQ
run_62_repetition_6,DONE,3.2,3B,WiC
run_17_repetition_23,DONE,2,6.7B,CB
run_14_repetition_21,DONE,1,13B,WiC
run_72_repetition_28,DONE,4-scout,17B,BoolQ
run_10_repetition_14,DONE,1,13B,COPA
run_68_repetition_14,DONE,3.2,11B,ReCoRD
run_13_repetition_2,DONE,1,13B,RTE
run_3_repetition_26,DONE,1,6.7B,MultiRC
run_25_repetition_14,DONE,2,13B,CB
run_3_repetition_2,DONE,1,6.7B,MultiRC
run_8_repetition_7,DONE,1,13B,BoolQ
run_34_repetition_16,DONE,3,8B,COPA
run_7_repetition_18,DONE,1,6.7B,WSC
run_43_repetition_19,DONE,3.1,8B,MultiRC
run_51_repetition_14,DONE,3.2,1B,MultiRC
run_51_repetition_13,DONE,3.2,1B,MultiRC
run_26_repetition_16,DONE,2,13B,COPA
run_69_repetition_29,DONE,3.2,11B,RTE
run_56_repetition_8,DONE,3.2,3B,BoolQ
run_32_repetition_10,DONE,3,8B,BoolQ
run_22_repetition_24,DONE,2,6.7B,WiC
run_83_repetition_25,DONE,4-maverick,17B,MultiRC
run_67_repetition_13,DONE,3.2,11B,MultiRC
run_8_repetition_24,DONE,1,13B,BoolQ
run_56_repetition_12,DONE,3.2,3B,BoolQ
run_58_repetition_12,DONE,3.2,3B,COPA
run_56_repetition_22,DONE,3.2,3B,BoolQ
run_13_repetition_12,DONE,1,13B,RTE
run_19_repetition_5,DONE,2,6.7B,MultiRC
run_72_repetition_18,DONE,4-scout,17B,BoolQ
run_13_repetition_4,DONE,1,13B,RTE
run_35_repetition_28,DONE,3,8B,MultiRC
run_24_repetition_26,DONE,2,13B,BoolQ
run_8_repetition_3,DONE,1,13B,BoolQ
run_27_repetition_23,DONE,2,13B,MultiRC
run_39_repetition_11,DONE,3,8B,WSC
run_17_repetition_8,DONE,2,6.7B,CB
run_60_repetition_1,DONE,3.2,3B,ReCoRD
run_61_repetition_17,DONE,3.2,3B,RTE
run_71_repetition_22,DONE,3.2,11B,WSC
run_64_repetition_28,DONE,3.2,11B,BoolQ
run_7_repetition_14,DONE,1,6.7B,WSC
run_7_repetition_11,DONE,1,6.7B,WSC
run_28_repetition_26,DONE,2,13B,ReCoRD
run_38_repetition_15,DONE,3,8B,WiC
run_67_repetition_22,DONE,3.2,11B,MultiRC
run_40_repetition_1,DONE,3.1,8B,BoolQ
run_16_repetition_9,DONE,2,6.7B,BoolQ
run_61_repetition_16,DONE,3.2,3B,RTE
run_5_repetition_1,DONE,1,6.7B,RTE
run_16_repetition_23,DONE,2,6.7B,BoolQ
run_26_repetition_0,DONE,2,13B,COPA
run_70_repetition_16,DONE,3.2,11B,WiC
run_4_repetition_15,DONE,1,6.7B,ReCoRD
run_36_repetition_15,DONE,3,8B,ReCoRD
run_49_repetition_5,DONE,3.2,1B,CB
run_27_repetition_3,DONE,2,13B,MultiRC
run_46_repetition_22,DONE,3.1,8B,WiC
run_22_repetition_25,DONE,2,6.7B,WiC
run_34_repetition_6,DONE,3,8B,COPA
run_61_repetition_23,DONE,3.2,3B,RTE
run_55_repetition_22,DONE,3.2,1B,WSC
run_5_repetition_6,DONE,1,6.7B,RTE
run_10_repetition_8,DONE,1,13B,COPA
run_85_repetition_17,DONE,4-maverick,17B,RTE
run_5_repetition_24,DONE,1,6.7B,RTE
run_63_repetition_1,DONE,3.2,3B,WSC
run_64_repetition_2,DONE,3.2,11B,BoolQ
run_22_repetition_22,DONE,2,6.7B,WiC
run_7_repetition_22,DONE,1,6.7B,WSC
run_29_repetition_25,DONE,2,13B,RTE
run_51_repetition_23,DONE,3.2,1B,MultiRC
run_11_repetition_14,DONE,1,13B,MultiRC
run_9_repetition_12,DONE,1,13B,CB
run_21_repetition_23,DONE,2,6.7B,RTE
run_51_repetition_17,DONE,3.2,1B,MultiRC
run_18_repetition_3,DONE,2,6.7B,COPA
run_85_repetition_3,DONE,4-maverick,17B,RTE
run_52_repetition_11,DONE,3.2,1B,ReCoRD
run_3_repetition_17,DONE,1,6.7B,MultiRC
run_24_repetition_28,DONE,2,13B,BoolQ
run_87_repetition_4,DONE,4-maverick,17B,WSC
run_15_repetition_23,DONE,1,13B,WSC
run_3_repetition_8,DONE,1,6.7B,MultiRC
run_27_repetition_21,DONE,2,13B,MultiRC
run_8_repetition_28,DONE,1,13B,BoolQ
run_0_repetition_22,DONE,1,6.7B,BoolQ
run_83_repetition_17,DONE,4-maverick,17B,MultiRC
run_51_repetition_11,DONE,3.2,1B,MultiRC
run_84_repetition_3,DONE,4-maverick,17B,ReCoRD
run_42_repetition_22,DONE,3.1,8B,COPA
run_12_repetition_11,DONE,1,13B,ReCoRD
run_57_repetition_27,DONE,3.2,3B,CB
run_7_repetition_2,DONE,1,6.7B,WSC
run_75_repetition_10,DONE,4-scout,17B,MultiRC
run_64_repetition_13,DONE,3.2,11B,BoolQ
run_53_repetition_15,DONE,3.2,1B,RTE
run_1_repetition_18,DONE,1,6.7B,CB
run_1_repetition_27,DONE,1,6.7B,CB
run_80_repetition_23,DONE,4-maverick,17B,BoolQ
run_82_repetition_24,DONE,4-maverick,17B,COPA
run_23_repetition_29,DONE,2,6.7B,WSC
run_11_repetition_7,DONE,1,13B,MultiRC
run_68_repetition_0,DONE,3.2,11B,ReCoRD
run_25_repetition_3,DONE,2,13B,CB
run_71_repetition_11,DONE,3.2,11B,WSC
run_6_repetition_29,DONE,1,6.7B,WiC
run_44_repetition_29,DONE,3.1,8B,ReCoRD
run_38_repetition_14,DONE,3,8B,WiC
run_34_repetition_0,DONE,3,8B,COPA
run_3_repetition_7,DONE,1,6.7B,MultiRC
run_83_repetition_5,DONE,4-maverick,17B,MultiRC
run_84_repetition_2,DONE,4-maverick,17B,ReCoRD
run_24_repetition_18,DONE,2,13B,BoolQ
run_74_repetition_22,DONE,4-scout,17B,COPA
run_32_repetition_14,DONE,3,8B,BoolQ
run_59_repetition_18,DONE,3.2,3B,MultiRC
run_10_repetition_27,DONE,1,13B,COPA
run_49_repetition_8,DONE,3.2,1B,CB
run_79_repetition_2,DONE,4-scout,17B,WSC
run_58_repetition_11,DONE,3.2,3B,COPA
run_70_repetition_15,DONE,3.2,11B,WiC
run_42_repetition_17,DONE,3.1,8B,COPA
run_31_repetition_27,DONE,2,13B,WSC
run_38_repetition_11,DONE,3,8B,WiC
run_23_repetition_13,DONE,2,6.7B,WSC
run_87_repetition_11,DONE,4-maverick,17B,WSC
run_9_repetition_18,DONE,1,13B,CB
run_18_repetition_18,DONE,2,6.7B,COPA
run_69_repetition_22,DONE,3.2,11B,RTE
run_62_repetition_4,DONE,3.2,3B,WiC
run_86_repetition_2,DONE,4-maverick,17B,WiC
run_74_repetition_26,DONE,4-scout,17B,COPA
run_31_repetition_19,DONE,2,13B,WSC
run_42_repetition_28,DONE,3.1,8B,COPA
run_28_repetition_24,DONE,2,13B,ReCoRD
run_1_repetition_25,DONE,1,6.7B,CB
run_61_repetition_9,DONE,3.2,3B,RTE
run_79_repetition_3,DONE,4-scout,17B,WSC
run_49_repetition_9,DONE,3.2,1B,CB
run_21_repetition_21,DONE,2,6.7B,RTE
run_14_repetition_17,DONE,1,13B,WiC
run_22_repetition_13,DONE,2,6.7B,WiC
run_49_repetition_1,DONE,3.2,1B,CB
run_28_repetition_8,DONE,2,13B,ReCoRD
run_59_repetition_12,DONE,3.2,3B,MultiRC
run_22_repetition_1,DONE,2,6.7B,WiC
run_57_repetition_8,DONE,3.2,3B,CB
run_32_repetition_16,DONE,3,8B,BoolQ
run_37_repetition_20,DONE,3,8B,RTE
run_87_repetition_25,DONE,4-maverick,17B,WSC
run_85_repetition_1,DONE,4-maverick,17B,RTE
run_71_repetition_9,DONE,3.2,11B,WSC
run_46_repetition_25,DONE,3.1,8B,WiC
run_42_repetition_9,DONE,3.1,8B,COPA
run_72_repetition_9,DONE,4-scout,17B,BoolQ
run_76_repetition_18,DONE,4-scout,17B,ReCoRD
run_29_repetition_1,DONE,2,13B,RTE
run_78_repetition_28,DONE,4-scout,17B,WiC
run_65_repetition_6,DONE,3.2,11B,CB
run_5_repetition_5,DONE,1,6.7B,RTE
run_47_repetition_29,DONE,3.1,8B,WSC
run_34_repetition_27,DONE,3,8B,COPA
run_10_repetition_24,DONE,1,13B,COPA
run_69_repetition_19,DONE,3.2,11B,RTE
run_37_repetition_1,DONE,3,8B,RTE
run_19_repetition_27,DONE,2,6.7B,MultiRC
run_65_repetition_14,DONE,3.2,11B,CB
run_50_repetition_14,DONE,3.2,1B,COPA
run_55_repetition_17,DONE,3.2,1B,WSC
run_12_repetition_21,DONE,1,13B,ReCoRD
run_7_repetition_24,DONE,1,6.7B,WSC
run_81_repetition_15,DONE,4-maverick,17B,CB
run_57_repetition_25,DONE,3.2,3B,CB
run_62_repetition_29,DONE,3.2,3B,WiC
run_8_repetition_23,DONE,1,13B,BoolQ
run_13_repetition_18,DONE,1,13B,RTE
run_56_repetition_26,DONE,3.2,3B,BoolQ
run_41_repetition_5,DONE,3.1,8B,CB
run_0_repetition_13,DONE,1,6.7B,BoolQ
run_79_repetition_0,DONE,4-scout,17B,WSC
run_28_repetition_11,DONE,2,13B,ReCoRD
run_24_repetition_4,DONE,2,13B,BoolQ
run_84_repetition_16,DONE,4-maverick,17B,ReCoRD
run_80_repetition_3,DONE,4-maverick,17B,BoolQ
run_17_repetition_7,DONE,2,6.7B,CB
run_84_repetition_29,DONE,4-maverick,17B,ReCoRD
run_40_repetition_22,DONE,3.1,8B,BoolQ
run_83_repetition_14,DONE,4-maverick,17B,MultiRC
run_61_repetition_1,DONE,3.2,3B,RTE
run_50_repetition_2,DONE,3.2,1B,COPA
run_12_repetition_15,DONE,1,13B,ReCoRD
run_3_repetition_20,DONE,1,6.7B,MultiRC
run_71_repetition_3,DONE,3.2,11B,WSC
run_72_repetition_14,DONE,4-scout,17B,BoolQ
run_55_repetition_0,DONE,3.2,1B,WSC
run_50_repetition_21,DONE,3.2,1B,COPA
run_39_repetition_15,DONE,3,8B,WSC
run_53_repetition_28,DONE,3.2,1B,RTE
run_53_repetition_8,DONE,3.2,1B,RTE
run_38_repetition_8,DONE,3,8B,WiC
run_14_repetition_29,DONE,1,13B,WiC
run_36_repetition_29,DONE,3,8B,ReCoRD
run_81_repetition_4,DONE,4-maverick,17B,CB
run_60_repetition_25,DONE,3.2,3B,ReCoRD
run_71_repetition_4,DONE,3.2,11B,WSC
run_44_repetition_0,DONE,3.1,8B,ReCoRD
run_16_repetition_7,DONE,2,6.7B,BoolQ
run_6_repetition_5,DONE,1,6.7B,WiC
run_18_repetition_16,DONE,2,6.7B,COPA
run_71_repetition_23,DONE,3.2,11B,WSC
run_20_repetition_10,DONE,2,6.7B,ReCoRD
run_2_repetition_13,DONE,1,6.7B,COPA
run_58_repetition_1,DONE,3.2,3B,COPA
run_15_repetition_6,DONE,1,13B,WSC
run_20_repetition_8,DONE,2,6.7B,ReCoRD
run_79_repetition_13,DONE,4-scout,17B,WSC
run_3_repetition_19,DONE,1,6.7B,MultiRC
run_45_repetition_26,DONE,3.1,8B,RTE
run_34_repetition_2,DONE,3,8B,COPA
run_4_repetition_25,DONE,1,6.7B,ReCoRD
run_44_repetition_25,DONE,3.1,8B,ReCoRD
run_51_repetition_8,DONE,3.2,1B,MultiRC
run_83_repetition_3,DONE,4-maverick,17B,MultiRC
run_65_repetition_24,DONE,3.2,11B,CB
run_3_repetition_1,DONE,1,6.7B,MultiRC
run_12_repetition_26,DONE,1,13B,ReCoRD
run_0_repetition_20,DONE,1,6.7B,BoolQ
run_50_repetition_29,DONE,3.2,1B,COPA
run_78_repetition_1,DONE,4-scout,17B,WiC
run_15_repetition_1,DONE,1,13B,WSC
run_82_repetition_4,DONE,4-maverick,17B,COPA
run_36_repetition_23,DONE,3,8B,ReCoRD
run_25_repetition_7,DONE,2,13B,CB
run_12_repetition_18,DONE,1,13B,ReCoRD
run_39_repetition_25,DONE,3,8B,WSC
run_55_repetition_23,DONE,3.2,1B,WSC
run_56_repetition_9,DONE,3.2,3B,BoolQ
run_85_repetition_0,DONE,4-maverick,17B,RTE
run_37_repetition_4,DONE,3,8B,RTE
run_58_repetition_28,DONE,3.2,3B,COPA
run_45_repetition_6,DONE,3.1,8B,RTE
run_78_repetition_8,DONE,4-scout,17B,WiC
run_33_repetition_0,DONE,3,8B,CB
run_67_repetition_14,DONE,3.2,11B,MultiRC
run_81_repetition_16,DONE,4-maverick,17B,CB
run_79_repetition_9,DONE,4-scout,17B,WSC
run_58_repetition_23,DONE,3.2,3B,COPA
run_46_repetition_2,DONE,3.1,8B,WiC
run_17_repetition_17,DONE,2,6.7B,CB
run_45_repetition_27,DONE,3.1,8B,RTE
run_84_repetition_20,DONE,4-maverick,17B,ReCoRD
run_65_repetition_1,DONE,3.2,11B,CB
run_4_repetition_27,DONE,1,6.7B,ReCoRD
run_26_repetition_14,DONE,2,13B,COPA
run_81_repetition_27,DONE,4-maverick,17B,CB
run_67_repetition_27,DONE,3.2,11B,MultiRC
run_9_repetition_7,DONE,1,13B,CB
run_0_repetition_17,DONE,1,6.7B,BoolQ
run_16_repetition_0,DONE,2,6.7B,BoolQ
run_84_repetition_26,DONE,4-maverick,17B,ReCoRD
run_80_repetition_2,DONE,4-maverick,17B,BoolQ
run_47_repetition_5,DONE,3.1,8B,WSC
run_41_repetition_7,DONE,3.1,8B,CB
run_25_repetition_13,DONE,2,13B,CB
run_25_repetition_24,DONE,2,13B,CB
run_43_repetition_1,DONE,3.1,8B,MultiRC
run_13_repetition_3,DONE,1,13B,RTE
run_65_repetition_11,DONE,3.2,11B,CB
run_70_repetition_20,DONE,3.2,11B,WiC
run_74_repetition_29,DONE,4-scout,17B,COPA
run_50_repetition_5,DONE,3.2,1B,COPA
run_57_repetition_6,DONE,3.2,3B,CB
run_23_repetition_11,DONE,2,6.7B,WSC
run_66_repetition_7,DONE,3.2,11B,COPA
run_62_repetition_5,DONE,3.2,3B,WiC
run_86_repetition_22,DONE,4-maverick,17B,WiC
run_55_repetition_4,DONE,3.2,1B,WSC
run_62_repetition_3,DONE,3.2,3B,WiC
run_42_repetition_24,DONE,3.1,8B,COPA
run_66_repetition_23,DONE,3.2,11B,COPA
run_44_repetition_24,DONE,3.1,8B,ReCoRD
run_44_repetition_6,DONE,3.1,8B,ReCoRD
run_48_repetition_13,DONE,3.2,1B,BoolQ
run_31_repetition_13,DONE,2,13B,WSC
run_68_repetition_29,DONE,3.2,11B,ReCoRD
run_57_repetition_7,DONE,3.2,3B,CB
run_17_repetition_21,DONE,2,6.7B,CB
run_23_repetition_10,DONE,2,6.7B,WSC
run_1_repetition_1,DONE,1,6.7B,CB
run_8_repetition_20,DONE,1,13B,BoolQ
run_63_repetition_22,DONE,3.2,3B,WSC
run_19_repetition_0,DONE,2,6.7B,MultiRC
run_10_repetition_7,DONE,1,13B,COPA
run_82_repetition_12,DONE,4-maverick,17B,COPA
run_53_repetition_10,DONE,3.2,1B,RTE
run_62_repetition_23,DONE,3.2,3B,WiC
run_73_repetition_7,DONE,4-scout,17B,CB
run_45_repetition_3,DONE,3.1,8B,RTE
run_26_repetition_15,DONE,2,13B,COPA
run_22_repetition_27,DONE,2,6.7B,WiC
run_33_repetition_7,DONE,3,8B,CB
run_46_repetition_19,DONE,3.1,8B,WiC
run_73_repetition_18,DONE,4-scout,17B,CB
run_52_repetition_14,DONE,3.2,1B,ReCoRD
run_23_repetition_2,DONE,2,6.7B,WSC
run_32_repetition_12,DONE,3,8B,BoolQ
run_5_repetition_13,DONE,1,6.7B,RTE
run_64_repetition_4,DONE,3.2,11B,BoolQ
run_33_repetition_6,DONE,3,8B,CB
run_24_repetition_12,DONE,2,13B,BoolQ
run_87_repetition_24,DONE,4-maverick,17B,WSC
run_15_repetition_3,DONE,1,13B,WSC
run_66_repetition_17,DONE,3.2,11B,COPA
run_16_repetition_26,DONE,2,6.7B,BoolQ
run_78_repetition_5,DONE,4-scout,17B,WiC
run_67_repetition_8,DONE,3.2,11B,MultiRC
run_22_repetition_26,DONE,2,6.7B,WiC
run_9_repetition_29,DONE,1,13B,CB
run_83_repetition_2,DONE,4-maverick,17B,MultiRC
run_59_repetition_22,DONE,3.2,3B,MultiRC
run_61_repetition_25,DONE,3.2,3B,RTE
run_41_repetition_20,DONE,3.1,8B,CB
run_38_repetition_26,DONE,3,8B,WiC
run_77_repetition_2,DONE,4-scout,17B,RTE
run_6_repetition_8,DONE,1,6.7B,WiC
run_66_repetition_9,DONE,3.2,11B,COPA
run_12_repetition_16,DONE,1,13B,ReCoRD
run_2_repetition_15,DONE,1,6.7B,COPA
run_51_repetition_25,DONE,3.2,1B,MultiRC
run_55_repetition_8,DONE,3.2,1B,WSC
run_79_repetition_12,DONE,4-scout,17B,WSC
run_33_repetition_1,DONE,3,8B,CB
run_27_repetition_8,DONE,2,13B,MultiRC
run_71_repetition_20,DONE,3.2,11B,WSC
run_3_repetition_25,DONE,1,6.7B,MultiRC
run_9_repetition_15,DONE,1,13B,CB
run_62_repetition_11,DONE,3.2,3B,WiC
run_40_repetition_24,DONE,3.1,8B,BoolQ
run_41_repetition_14,DONE,3.1,8B,CB
run_78_repetition_25,DONE,4-scout,17B,WiC
run_10_repetition_21,DONE,1,13B,COPA
run_81_repetition_18,DONE,4-maverick,17B,CB
run_41_repetition_18,DONE,3.1,8B,CB
run_31_repetition_3,DONE,2,13B,WSC
run_8_repetition_11,DONE,1,13B,BoolQ
run_42_repetition_27,DONE,3.1,8B,COPA
run_59_repetition_24,DONE,3.2,3B,MultiRC
run_3_repetition_16,DONE,1,6.7B,MultiRC
run_86_repetition_25,DONE,4-maverick,17B,WiC
run_53_repetition_4,DONE,3.2,1B,RTE
run_28_repetition_25,DONE,2,13B,ReCoRD
run_9_repetition_9,DONE,1,13B,CB
run_56_repetition_3,DONE,3.2,3B,BoolQ
run_4_repetition_23,DONE,1,6.7B,ReCoRD
run_60_repetition_23,DONE,3.2,3B,ReCoRD
run_8_repetition_12,DONE,1,13B,BoolQ
run_44_repetition_27,DONE,3.1,8B,ReCoRD
run_51_repetition_20,DONE,3.2,1B,MultiRC
run_60_repetition_12,DONE,3.2,3B,ReCoRD
run_76_repetition_6,DONE,4-scout,17B,ReCoRD
run_16_repetition_11,DONE,2,6.7B,BoolQ
run_75_repetition_8,DONE,4-scout,17B,MultiRC
run_53_repetition_18,DONE,3.2,1B,RTE
run_68_repetition_1,DONE,3.2,11B,ReCoRD
run_36_repetition_17,DONE,3,8B,ReCoRD
run_65_repetition_20,DONE,3.2,11B,CB
run_73_repetition_19,DONE,4-scout,17B,CB
run_3_repetition_5,DONE,1,6.7B,MultiRC
run_43_repetition_23,DONE,3.1,8B,MultiRC
run_6_repetition_14,DONE,1,6.7B,WiC
run_11_repetition_28,DONE,1,13B,MultiRC
run_78_repetition_9,DONE,4-scout,17B,WiC
run_85_repetition_23,DONE,4-maverick,17B,RTE
run_32_repetition_29,DONE,3,8B,BoolQ
run_13_repetition_28,DONE,1,13B,RTE
run_16_repetition_1,DONE,2,6.7B,BoolQ
run_25_repetition_11,DONE,2,13B,CB
run_51_repetition_26,DONE,3.2,1B,MultiRC
run_64_repetition_27,DONE,3.2,11B,BoolQ
run_36_repetition_13,DONE,3,8B,ReCoRD
run_19_repetition_11,DONE,2,6.7B,MultiRC
run_40_repetition_15,DONE,3.1,8B,BoolQ
run_43_repetition_11,DONE,3.1,8B,MultiRC
run_59_repetition_11,DONE,3.2,3B,MultiRC
run_79_repetition_18,DONE,4-scout,17B,WSC
run_83_repetition_4,DONE,4-maverick,17B,MultiRC
run_59_repetition_6,DONE,3.2,3B,MultiRC
run_2_repetition_16,DONE,1,6.7B,COPA
run_21_repetition_4,DONE,2,6.7B,RTE
run_6_repetition_1,DONE,1,6.7B,WiC
run_66_repetition_11,DONE,3.2,11B,COPA
run_39_repetition_10,DONE,3,8B,WSC
run_48_repetition_6,DONE,3.2,1B,BoolQ
run_20_repetition_13,DONE,2,6.7B,ReCoRD
run_85_repetition_18,DONE,4-maverick,17B,RTE
run_84_repetition_13,DONE,4-maverick,17B,ReCoRD
run_40_repetition_25,DONE,3.1,8B,BoolQ
run_26_repetition_8,DONE,2,13B,COPA
run_35_repetition_13,DONE,3,8B,MultiRC
run_64_repetition_11,DONE,3.2,11B,BoolQ
run_65_repetition_13,DONE,3.2,11B,CB
run_35_repetition_20,DONE,3,8B,MultiRC
run_22_repetition_7,DONE,2,6.7B,WiC
run_34_repetition_23,DONE,3,8B,COPA
run_28_repetition_14,DONE,2,13B,ReCoRD
run_52_repetition_12,DONE,3.2,1B,ReCoRD
run_57_repetition_2,DONE,3.2,3B,CB
run_5_repetition_10,DONE,1,6.7B,RTE
run_15_repetition_25,DONE,1,13B,WSC
run_21_repetition_10,DONE,2,6.7B,RTE
run_16_repetition_24,DONE,2,6.7B,BoolQ
run_47_repetition_6,DONE,3.1,8B,WSC
run_52_repetition_2,DONE,3.2,1B,ReCoRD
run_76_repetition_1,DONE,4-scout,17B,ReCoRD
run_2_repetition_10,DONE,1,6.7B,COPA
run_20_repetition_18,DONE,2,6.7B,ReCoRD
run_12_repetition_17,DONE,1,13B,ReCoRD
run_73_repetition_12,DONE,4-scout,17B,CB
run_35_repetition_17,DONE,3,8B,MultiRC
run_24_repetition_27,DONE,2,13B,BoolQ
run_41_repetition_3,DONE,3.1,8B,CB
run_86_repetition_10,DONE,4-maverick,17B,WiC
run_69_repetition_20,DONE,3.2,11B,RTE
run_79_repetition_26,DONE,4-scout,17B,WSC
run_44_repetition_10,DONE,3.1,8B,ReCoRD
run_71_repetition_27,DONE,3.2,11B,WSC
run_46_repetition_5,DONE,3.1,8B,WiC
run_0_repetition_5,DONE,1,6.7B,BoolQ
run_75_repetition_9,DONE,4-scout,17B,MultiRC
run_61_repetition_21,DONE,3.2,3B,RTE
run_6_repetition_12,DONE,1,6.7B,WiC
run_0_repetition_6,DONE,1,6.7B,BoolQ
run_24_repetition_17,DONE,2,13B,BoolQ
run_28_repetition_5,DONE,2,13B,ReCoRD
run_63_repetition_19,DONE,3.2,3B,WSC
run_76_repetition_3,DONE,4-scout,17B,ReCoRD
run_2_repetition_8,DONE,1,6.7B,COPA
run_37_repetition_6,DONE,3,8B,RTE
run_27_repetition_27,DONE,2,13B,MultiRC
run_73_repetition_23,DONE,4-scout,17B,CB
run_29_repetition_0,DONE,2,13B,RTE
run_19_repetition_15,DONE,2,6.7B,MultiRC
run_47_repetition_14,DONE,3.1,8B,WSC
run_59_repetition_3,DONE,3.2,3B,MultiRC
run_45_repetition_4,DONE,3.1,8B,RTE
run_1_repetition_21,DONE,1,6.7B,CB
run_3_repetition_14,DONE,1,6.7B,MultiRC
run_26_repetition_27,DONE,2,13B,COPA
run_64_repetition_23,DONE,3.2,11B,BoolQ
run_56_repetition_24,DONE,3.2,3B,BoolQ
run_69_repetition_4,DONE,3.2,11B,RTE
run_45_repetition_12,DONE,3.1,8B,RTE
run_84_repetition_22,DONE,4-maverick,17B,ReCoRD
run_59_repetition_21,DONE,3.2,3B,MultiRC
run_53_repetition_23,DONE,3.2,1B,RTE
run_11_repetition_0,DONE,1,13B,MultiRC
run_70_repetition_27,DONE,3.2,11B,WiC
run_21_repetition_16,DONE,2,6.7B,RTE
run_16_repetition_15,DONE,2,6.7B,BoolQ
run_87_repetition_23,DONE,4-maverick,17B,WSC
run_56_repetition_16,DONE,3.2,3B,BoolQ
run_47_repetition_27,DONE,3.1,8B,WSC
run_13_repetition_22,DONE,1,13B,RTE
run_68_repetition_11,DONE,3.2,11B,ReCoRD
run_81_repetition_25,DONE,4-maverick,17B,CB
run_39_repetition_0,DONE,3,8B,WSC
run_58_repetition_5,DONE,3.2,3B,COPA
run_27_repetition_9,DONE,2,13B,MultiRC
run_42_repetition_14,DONE,3.1,8B,COPA
run_40_repetition_13,DONE,3.1,8B,BoolQ
run_18_repetition_24,DONE,2,6.7B,COPA
run_33_repetition_17,DONE,3,8B,CB
run_16_repetition_16,DONE,2,6.7B,BoolQ
run_7_repetition_21,DONE,1,6.7B,WSC
run_16_repetition_3,DONE,2,6.7B,BoolQ
run_32_repetition_21,DONE,3,8B,BoolQ
run_83_repetition_12,DONE,4-maverick,17B,MultiRC
run_43_repetition_25,DONE,3.1,8B,MultiRC
run_23_repetition_7,DONE,2,6.7B,WSC
run_9_repetition_21,DONE,1,13B,CB
run_29_repetition_10,DONE,2,13B,RTE
